Ticker,Previous Close,Volume,Market Cap,Enterprise Value,Total Debt,Net Receivables,Inventory,Property Plant and Equipment,Total Assets,Intangible Assets,Total Liabilities,Shares Outstanding,Beta,PE Ratio (TTM),Price/Sales,EPS (TTM),Dividend,Dividend %,Cash/sh,Cash And Cash Equivalents,FCF,NAV,NAV%,NET-NET,NET-NET%,EY,EV/FCF,Tangible Book Value,Price/Tangible Book Value
RIO,51.33,2353166.0,86570000000.0,100680000000.0,12910000000.0,3293000000.0,3472000000.0,62093000000.0,95726000000.0,3119000000.0,44611000000.0,1740000000.0,1.0,9.19,2.13,5.55,0.0,0.0,0.0,10550000000.0,12790000000.0,27.659482291779486,1.0043103109985134,23.762049171450233,0.7218876211195819,0.23286769911504426,20.95826893353941,12769000000.0,1.0807424230558384e-09
SLCA,18.36,2149851.0,1459000000.0,2380000000.0,1270000000.0,212586000.0,92376000.0,1154971000.0,2307283000.0,150007000.0,910777000.0,77480000.0,1.86,9.35,0.97,2.01,0.0,0.0,0.0,384567000.0,146470000.0,16.75,-0.7261729606016021,-9.61231884057971,-1.1571410632757841,0.0076488965030736674,27.873595505617978,23115000000.0,2.646333549643089e-09
THO,85.68,1171584.0,4411000000.0,4330000000.0,6090000.0,487235000.0,537909000.0,522054000.0,2778665000.0,388348000.0,840924000.0,52700000.0,1.4,10.28,0.53,8.14,0.0,0.0,0.0,275249000.0,328310000.0,0.30627445134353926,-0.2156864242162887,0.3053231078043036,-0.21812264326682818,0.08042186827378389,9.218253968253968,57218193.0,6.824752399992779e-09
TKC,4.83,1441696.0,4171999999.9999995,4150000000.0000005,0.0,6203431000.0,104102000.0,9665408000.0,33982469000.0,8307576000.0,18937381000.0,2180000000.0,0.66,6.47,0.0,0.75,0.0,0.0,0.0,4712333000.0,717140000.0,27.744344882516927,3.3829928724355334,2.0374726204699325,-0.6781243885513535,0.013430099573257467,13.011049212489127,2786642000.0,2.2715512075106883e-09
TPH,12.61,2886657.0,1885000000.0,3150000000.0,1450000000.0,51829000.0,3105553000.0,10528000.0,3805381000.0,21657000.0,1875054000.0,152040000.0,1.14,7.46,0.59,1.66,0.0,0.0,0.0,282914000.0,99070000.0,32.29360255897641,0.7408950166564101,3.0354758096761296,-0.8363624900444135,0.07207850931677018,12.080738350716588,1615326000.0,1.148375002940583e-08
TRQ,2.13,14134667.0,4239000000.0,6150000000.0,4170000000.0,1396675000.0,274142000.0,7346972000.0,12833319000.0,0.0,4814095000.0,2009999999.9999998,0.71,11.4,3.9,0.19,0.0,0.0,0.0,1444783000.0,1040000000.0,29.746681415929203,-0.2613190609404221,1.3678097345132743,-0.9660340269552204,0.030276371308016876,42.36871508379888,26891000000.0,1.4975270536610764e-09
VIPS,6.28,7309102.0,4130000000.0,3760000000.0,1010000000.0,5650956000.0,6960251000.0,6660825000.0,37982820000.0,3478764000.0,23732244000.0,661880000.0,2.38,12.07,0.34,0.52,0.0,0.0,0.0,9973891000.0,180010000.0,2.260451677575329,-0.062053245819365666,-1.8709829589008786,-1.7763414767223562,0.09310823529411764,16.27659574468085,766700000.0,3.143341593843746e-09
VIV,10.02,2046573.0,15938000000.0,16410000000.0,1720000000.0,11152456000.0,348755000.0,33222316000.0,101382835000.0,20269483000.0,31921477000.0,1690000000.0,1.56,8.91,1.39,1.09,0.0,0.0,0.0,4050338000.0,4269999999.9999995,2.834749763928234,-0.2540132200188857,-1.2736189801699718,-1.3351628895184136,0.08384623398270653,49.73575129533679,60040000.0,6.329113924050633e-08
X,30.06,6227291.0,5402000000.0,6600000000.0,2540000000.0,1379000000.0,1738000000.0,4280000000.0,9862000000.0,167000000.0,6541000000.0,177220000.0,4.2,10.07,0.41,3.03,0.0,0.0,0.0,1553000000.0,297000000.0,0.25925084256138664,-0.43763374715534353,-0.021865722797303803,-1.0474310689746287,0.059272294887039244,9.116531165311653,21538560.0,2.1403473584120758e-08
XEC,93.97,1140348.0,8862000000.0,9800000000.0,1490000000.0,460174000.0,49722000.0,3452452000.0,5042639000.0,0.0,2474361000.0,95360000.0,1.11,14.9,4.15,6.24,0.0,0.0,0.0,400534000.0,181910000.0,17.797088364744386,-0.4079478255241388,6.744441936576007,-0.7756340007792413,0.08136009090909091,22.22222222222222,3154000000.0,9.530754597336716e-09
