Ticker,Previous Close,Volume,Market Cap,Total Debt,Net Receivables,Inventory,Property Plant and Equipment,Total Liabilities,Shares Outstanding,Beta,PE Ratio (TTM),EPS (TTM),Dividend,Dividend %,Cash/sh,Cash And Cash Equivalents,NET-NET
Ticker,Previous Close,Volume,Market Cap,Total Debt,Net Receivables,Inventory,Property Plant and Equipment,Total Liabilities,Shares Outstanding,Beta,PE Ratio (TTM),EPS (TTM),Dividend,Dividend %,Cash/sh,Cash And Cash Equivalents,NET-NET
AABA,68.35,5824410.0,41132000000.0,4450000000.0,0.0,0.0,0.0,0.0,605510000.0,1.85,2.41,28.21,0.0,0.0,0.0,0.0,0.0
AAL,41.89,8984535.0,20078000000.0,24080000000.0,1752000000.0,1359000000.0,32939000000.0,47470000000.0,460510000.0,1.48,14.19,3.07,0.0,0.0,0.0,295000000.0,-26.58465614210332
AAME,2.75,9933.0,52649000.0,33740000.0,13241000.0,0.0,0.0,230256000.0,20250000.0,0.77,50.0,0.05,0.0,0.0,0.0,24547000.0,-9.668061728395061
AAOI,32.87,571219.0,644519000.0,61030000.0,65734000.0,75768000.0,197943000.0,119708000.0,19700000.0,1.36,18.73,1.75,0.0,0.0,0.0,83984000.0,12.66007614213198
AAON,40.25,207506.0,2083000000.0000002,0.0,52009000.0,70786000.0,142375000.0,59554000.0,52260000.0,0.62,45.23,0.88,0.0,0.0,0.0,21457000.0,3.419015499425947
AAPL,220.03,40511722.0,1050999999999.9999,114600000000.0,35673000000.0,4855000000.0,33783000000.0,241272000000.0,4830000000.0,1.26,19.72,11.04,0.0,0.0,0.0,20289000000.0,-32.71589026915114
AAWW,64.55,205020.0,1620000000.0,2500000000.0,194478000.0,34700000.0,4003101000.0,3165606000.0,25570000.0,1.34,9.26,6.84,0.0,0.0,0.0,280809000.0,50.117813844348845
AAXJ,70.95,1133765.0,1620000000.0,2500000000.0,194478000.0,34700000.0,4003101000.0,3165606000.0,25570000.0,1.34,9.26,6.84,0.0,0.0,0.0,280809000.0,50.117813844348845
AAXN,65.46,686637.0,3779000000.0,0.0,56064000.0,45465000.0,31172000.0,170668000.0,58320000.0,0.8,181.48,0.36,0.0,0.0,0.0,75105000.0,0.0066786694101508915
ABAC,2.2,4349.0,22563000.0,2180000.0,54648.0,5633005.0,20033880.0,3516834.0,9980000.0,1.29,27.56,0.08,0.0,0.0,0.0,62636484.0,8.217536923847696
ABCB,49.15,530014.0,2300000000.0,961780000.0,0.0,17475000.0,117738000.0,7051724000.0,47520000.0,1.31,28.35,1.71,0.0,0.0,0.0,291858000.0,-139.59155092592593
ABCD,12.17,88752.0,569448000.0,55130000.0,12937000.0,2382000.0,22086000.0,172846000.0,47260000.0,-0.13,13.17,0.92,0.0,0.0,0.0,8493000.0,-2.7797979263647905
ABDC,6.27,23914.0,84561000.0,0.0,12937000.0,2382000.0,22086000.0,172846000.0,0.0,-0.13,0.0,0.0,0.0,0.0,0.0,8493000.0,-2.7797979263647905
ABEO,14.0,1740831.0,605284000.0,0.0,107000.0,0.0,1374000.0,8668000.0,47940000.0,0.87,0.0,0.753,0.0,0.0,0.0,137750000.0,2.722908844388819
ABEOW,14.0,1740831.0,605284000.0,0.0,107000.0,0.0,1374000.0,8668000.0,47940000.0,0.87,0.0,0.753,0.0,0.0,0.0,137750000.0,2.722908844388819
ABIL,3.68,646797.0,14541000.0,0.0,4488000.0,50000.0,1388000.0,19422000.0,3300000.0,-0.26,0.0,3.71,0.0,0.0,0.0,1944000.0,-3.848181818181818
ABIO,0.52,528669.0,7101000.0,0.0,0.0,0.0,42000.0,2090000.0,13920000.0,3.83,0.0,1.06,0.0,0.0,0.0,8702000.0,0.47801724137931034
ABMD,381.98,540464.0,17272000000.0,0.0,70010000.0,50204000.0,117167000.0,96851000.0,44880000.0,0.41,107.3,3.59,0.0,0.0,0.0,42975000.0,3.1394942067736187
ABTX,45.0,24423.0,598200000.0,324350000.0,0.0,570000.0,18477000.0,2553366000.0,13370000.0,1.8,28.27,1.58,0.0,0.0,0.0,182103000.0,-175.95370231862378
ABUS,9.95,163786.0,526341000.0,0.0,870000.0,0.0,12183000.0,54688000.0,55400000.0,1.87,0.0,1.23,0.0,0.0,0.0,54292000.0,0.22453971119133573
ACAD,19.11,14631668.0,2521000000.0,0.0,18430000.0,5248000.0,2662000.0,49221000.0,125010000.0,4.01,0.0,2.03,0.0,0.0,0.0,69418000.0,0.31441884649228063
ACBI,17.5,99510.0,456822000.0,279480000.0,0.0,1215000.0,12054000.0,2582996000.0,26100000.0,0.56,236.49,0.07,0.0,0.0,0.0,319333000.0,-86.24526819923372
ACER,30.88,79580.0,311040000.0,0.0,0.0,0.0,62984.0,2033204.0,10050000.0,3.09,0.0,2.65,0.0,0.0,0.0,15644355.0,1.360610447761194
ACET,2.98,117258.0,93596000.0,319420000.0,272469000.0,136387000.0,10428000.0,633118000.0,30790000.0,1.88,0.0,5.93,0.0,0.0,0.0,55680000.0,-9.56364891198441
ACGL,30.22,2166667.0,12240000000.0,2540000000.0,3319199000.0,0.0,0.0,21805723000.0,405300000.0,0.57,24.24,1.25,0.0,0.0,0.0,606199000.0,-46.16364359733531
ACGLO,23.66,14137.0,12134000000.0,2540000000.0,3319199000.0,0.0,0.0,21805723000.0,404800000.0,0.68,18.98,1.25,0.0,0.0,0.0,606199000.0,-46.220663908102765
ACGLP,23.3,32052.0,12232000000.0,2540000000.0,3319199000.0,0.0,0.0,21805723000.0,404800000.0,0.68,18.7,1.25,0.0,0.0,0.0,606199000.0,-46.220663908102765
ACHC,36.0,2062432.0,3151000000.0,3220000000.0,296925000.0,0.0,3048130000.0,3829214000.0,88270000.0,0.46,13.83,2.58,0.0,0.0,0.0,67290000.0,-5.5636144783052
ACHN,3.54,1475376.0,486437000.0,206.0,1595000.0,0.0,2816000.0,13098000.0,138590000.0,0.24,0.0,0.58,0.0,0.0,0.0,43496000.0,0.2482881160256873
ACHV,2.56,71546.0,11332000.0,0.0,0.0,0.0,58000.0,0.0,4550000.0,2.74,0.0,13.66,0.0,0.0,0.0,0.0,0.012747252747252748
ACIA,40.22,433689.0,1613000000.0,0.0,86602000.0,62232000.0,28175000.0,109200000.0,40550000.0,1.23,0.0,0.36,0.0,0.0,0.0,67495000.0,2.035450061652281
ACIU,8.44,80195.0,579319000.0,558.99,3602000.0,0.0,2353000.0,15174000.0,67360000.0,1.23,0.0,0.48,0.0,0.0,0.0,124377000.0,1.6962217933491686
ACIW,28.51,367191.0,3282000000.0,679890000.0,270766000.0,0.0,80228000.0,1097042000.0,115760000.0,1.43,1288.64,0.02,0.0,0.0,0.0,69710000.0,-6.427345369730477
ACLS,20.15,462131.0,658434000.0,47730000.0,75302000.0,120544000.0,36168000.0,134608000.0,32360000.0,0.72,5.25,3.88,0.0,0.0,0.0,133407000.0,4.688365265760198
ACMR,12.26,18755.0,189151000.0,9930000.0,0.0,0.0,0.0,0.0,13960000.0,0.72,56.99,0.21,0.0,0.0,0.0,0.0,0.0
ACNB,39.85,39577.0,269937000.0,116230000.0,0.0,436000.0,26774000.0,1441466000.0,7040000.0,0.38,18.14,2.11,0.0,0.0,0.0,32672000.0,-196.27869318181817
ACOR,18.15,680650.0,864205000.0,339010000.0,81403000.0,37501000.0,36669000.0,677982000.0,47480000.0,2.4,0.0,3.42,0.0,0.0,0.0,307068000.0,-5.358935341196293
ACRS,15.43,196205.0,469977000.0,552.0,481000.0,0.0,2159000.0,18247000.0,30980000.0,1.14,0.0,3.38,0.0,0.0,0.0,20202000.0,0.14443996126533248
ACRX,3.7,1515891.0,239370000.0,15680000.0,1533000.0,956000.0,11051000.0,112061000.0,60600000.0,2.17,0.0,0.9,0.0,0.0,0.0,52902000.0,-0.7670008250825082
ACSF,3.68,0.0,36800000.0,92300000.0,2993000.0,0.0,0.0,103801000.0,10000000.0,1.19,7.13,0.52,0.0,0.0,0.0,1756000.0,-9.980025
ACST,0.56,52298.0,21524000.0,1250000.0,759000.0,104000.0,2821000.0,14735000.0,25640000.0,1.93,0.0,0.903,0.0,0.0,0.0,8223000.0,-0.11972503900156006
ACT,27.29,18982.0,21524000.0,1250000.0,759000.0,104000.0,2821000.0,14735000.0,25640000.0,1.93,0.0,0.903,0.0,0.0,0.0,8223000.0,-0.11972503900156006
ACTG,3.2,273276.0,163334000.0,0.0,153000.0,0.0,0.0,13109000.0,49500000.0,0.72,0.0,0.24,0.0,0.0,0.0,136604000.0,2.4971666666666668
ACWI,3.2,273276.0,163334000.0,0.0,153000.0,0.0,0.0,13109000.0,49500000.0,0.72,0.0,0.24,0.0,0.0,0.0,136604000.0,2.4971666666666668
ACWX,48.1,533647.0,163334000.0,0.0,153000.0,0.0,0.0,13109000.0,49500000.0,0.72,0.0,0.24,0.0,0.0,0.0,136604000.0,2.4971666666666668
ACXM,50.27,1904617.0,3943000000.0,228760000.0,176921000.0,0.0,156533000.0,460158000.0,77470000.0,1.81,186.45,0.27,0.0,0.0,0.0,142279000.0,-0.36988834387504843
ADAP,11.97,237897.0,1223000000.0,0.0,11660000.0,3760000.0,40679000.0,78163000.0,104450000.0,0.83,0.0,0.99,0.0,0.0,0.0,84043000.0,0.547477261847774
ADBE,266.34,4552697.0,127743000000.0,1870000000.0,1217968000.0,0.0,936976000.0,6075687000.0,489660000.0,0.75,60.12,4.34,0.0,0.0,0.0,2306072000.0,-3.9193787526038477
ADES,11.8,58972.0,235917000.0,0.0,4360000.0,74000.0,410000.0,9163000.0,20110000.0,-0.07,6.81,1.72,0.0,0.0,0.0,30693000.0,1.2554450522128295
ADI,95.1,2664852.0,35145000000.0,6560000000.0,688953000.0,550816000.0,1107304000.0,10979754000.0,371670000.0,1.15,25.18,3.76,0.0,0.0,0.0,1047838000.0,-21.611884870987705
ADIL,2.94,15583.0,19013000.0,998.02,0.0,0.0,0.0,1032098.9999999999,6560000.0,1.15,0.0,0.41,0.0,0.0,0.0,18248.0,-0.15455045731707315
ADILW,2.94,15583.0,19013000.0,998.02,0.0,0.0,0.0,1032098.9999999999,6560000.0,1.15,0.0,0.41,0.0,0.0,0.0,18248.0,-0.15455045731707315
ADMA,6.57,208686.0,285049000.0,40900000.0,0.0,0.0,0.0,0.0,46350000.0,3.75,0.0,1.62,0.0,0.0,0.0,0.0,0.0
ADMP,3.05,1462233.0,146603000.0,4830000.0,830090.0,1824558.0,6559664.0,11855674.0,47290000.0,0.23,0.0,0.98,0.0,0.0,0.0,17323241.0,0.28678531401987734
ADMS,19.68,426267.0,521240000.0,111280000.0,1374000.0,1704000.0,3132000.0,120050000.0,27190000.0,1.83,0.0,4.94,0.0,0.0,0.0,91316000.0,-0.8723611621919823
ADOM,0.688,620871.0,45539000.0,1800000.0,1000000.0,225000.0,487000.0,2982000.0,72500000.0,1.83,0.0,0.294,0.0,0.0,0.0,2446000.0,0.011220689655172414
ADP,148.88,4118797.0,66010000000.00001,2000000000.0,1984200000.0,0.0,793700000.0,33629100000.0,438080000.0,0.89,41.17,3.66,0.0,0.0,0.0,2170000000.0,-66.60256117604091
ADRA,32.14,3.0,66010000000.00001,2000000000.0,1984200000.0,0.0,793700000.0,33629100000.0,438080000.0,0.89,41.17,3.66,0.0,0.0,0.0,2170000000.0,-66.60256117604091
ADRD,22.74,2018.0,66010000000.00001,2000000000.0,1984200000.0,0.0,793700000.0,33629100000.0,438080000.0,0.89,41.17,3.66,0.0,0.0,0.0,2170000000.0,-66.60256117604091
ADRE,40.89,1291.0,66010000000.00001,2000000000.0,1984200000.0,0.0,793700000.0,33629100000.0,438080000.0,0.89,41.17,3.66,0.0,0.0,0.0,2170000000.0,-66.60256117604091
ADRO,6.3,450453.0,490171000.0,0.0,0.0,0.0,0.0,0.0,79060000.0,1.93,0.0,1.25,0.0,0.0,0.0,0.0,0.0
ADRU,21.91,100.0,490171000.0,0.0,0.0,0.0,0.0,0.0,79060000.0,1.93,0.0,1.25,0.0,0.0,0.0,0.0,0.0
ADSK,153.23,1793802.0,33317000000.0,1590000000.0,0.0,0.0,0.0,0.0,218620000.0,1.81,0.0,1.89,0.0,0.0,0.0,0.0,0.0
ADTN,18.5,618015.0,887949000.0,25600000.0,170728000.0,122542000.0,85079000.0,171183000.0,47740000.0,0.4,0.0,0.28,0.0,0.0,0.0,86433000.0,3.9724759111855885
ADUS,70.2,88539.0,875231000.0,101850000.0,0.0,0.0,0.0,0.0,12630000.0,-1.14,51.18,1.35,0.0,0.0,0.0,0.0,0.0
ADVM,5.75,741091.0,369895000.0,0.0,0.0,0.0,0.0,0.0,62690000.0,4.25,0.0,1.24,0.0,0.0,0.0,0.0,0.0
ADXS,0.8243,588642.0,59710000.0,0.0,5952682.0,0.0,7111081.0,39381611.0,69500000.0,4.25,0.0,2.078,0.0,0.0,0.0,23899809.0,-0.05620445323741007
ADXSW,0.8243,588642.0,59710000.0,0.0,5952682.0,0.0,7111081.0,39381611.0,69500000.0,4.25,0.0,2.078,0.0,0.0,0.0,23899809.0,-0.05620445323741007
AEGN,24.56,312977.0,800346000.0,340640000.0,0.0,0.0,0.0,0.0,32310000.000000004,1.91,0.0,2.46,0.0,0.0,0.0,0.0,0.0
AEHR,2.5,50123.0,55323000.0,6110000.0,2856000.0,9049000.0,1203000.0,11670000.0,21950000.0,0.58,126.0,0.02,0.0,0.0,0.0,16848000.0,0.5944191343963553
AEIS,52.79,393470.0,2115000000.0000002,0.0,88724000.0,78450000.0,17795000.0,212667000.0,39110000.0,1.09,14.67,3.69,0.0,0.0,0.0,407283000.0,8.135489644592177
AEMD,1.19,92325.0,21002000.0,871.44,74813.0,0.0,27552.0,1319110.0,17800000.0,1.7,0.0,0.34,0.0,0.0,0.0,6974070.0,0.3223944803370786
AERI,58.35,775159.0,2643000000.0,124000000.0,0.0,0.0,31932000.0,154677000.0,45220000.0,0.5,0.0,4.96,0.0,0.0,0.0,197569000.0,1.6546660769570987
AETI,0.889,141880.0,7186000.0,5990000.0,6061000.0,7761000.0,6920000.0,21400000.0,8920000.0,0.37,0.0,0.452,0.0,0.0,0.0,2289000.0,-0.42205717488789235
AEY,1.42,2316.0,14429000.0,2980000.0,5814191.0,22333820.0,6020572.0,13149422.0,10310000.0,1.37,0.0,0.27,0.0,0.0,0.0,3972723.0,1.1999443501454898
AEZS,1.75,32973.0,29053000.0,0.0,221000.0,643000.0,101000.0,24978000.0,16440000.000000002,0.19,18.8,0.09,0.0,0.0,0.0,7780000.0,-1.0103254257907541
AFH,10.4,78140.0,124145000.0,24140000.0,79664000.0,0.0,24439000.0,391858000.0,11940000.0,0.94,0.0,3.16,0.0,0.0,0.0,45615000.0,-21.947738693467336
AFHBL,25.21,3482.0,123262000.0,24140000.0,79664000.0,0.0,24439000.0,391858000.0,11940000.0,1.24,0.0,3.158,0.0,0.0,0.0,45615000.0,-21.947738693467336
AFIN,17.76,719225.0,1882000000.0,1360000000.0,0.0,0.0,2799923000.0,1555594000.0,53590000.0,1.24,0.0,0.61,0.0,0.0,0.0,107666000.0,25.228494122037695
AFMD,4.35,904235.0,272957000.0,6930000.0,1392000.0,241000.0,1113000.0,11579000.0,62390000.0,3.46,0.0,0.696,0.0,0.0,0.0,39837000.0,0.48942939573649624
AFSI,14.61,932622.0,2885000000.0,1700000000.0,2858759000.0,0.0,453378000.0,21848563000.0,197580000.0,1.08,28.13,0.52,0.0,0.0,0.0,763121000.0,-93.57219733778723
AGEN,2.1,1697081.0,226564000.0,13740000.0,1134493.0,79491.0,26178622.0,214217816.0,113280000.0,3.06,0.0,1.48,0.0,0.0,0.0,60186617.0,-1.1207800295727401
AGFS,6.75,203705.0,337253000.0,409750000.0,85597000.0,24109000.0,12200000.0,567183000.0,50490000.0,0.85,215.48,0.03,0.0,0.0,0.0,64533000.0,-8.203560110913052
AGFSW,6.75,203705.0,337253000.0,409750000.0,85597000.0,24109000.0,12200000.0,567183000.0,50490000.0,0.85,215.48,0.03,0.0,0.0,0.0,64533000.0,-8.203560110913052
AGIO,73.97,168977.0,4266000000.0,0.0,3670000.0,0.0,24431000.0,238894000.0,57990000.0,2.25,0.0,6.17,0.0,0.0,0.0,102724000.0,-1.8794016209691327
AGLE,8.73,260002.0,202267000.0,0.0,3494000.0,0.0,854000.0,5740000.0,22080000.0,-0.02,0.0,1.81,0.0,0.0,0.0,12817000.0,0.47787590579710143
AGMH,28.86,38883.0,549316000.0,1360000.0,583307.0,0.0,99630.0,16628159.0,21320000.0,-0.02,135.63,0.19,0.0,0.0,0.0,7696699.0,-0.39373122654784243
AGNC,18.77,4137607.0,9031000000.0,49160000000.0,0.0,0.0,0.0,61622000000.0,477830000.0,-0.21,5.46,3.46,0.0,0.0,0.0,1046000000.0,-126.77312014733273
AGNCB,25.9,15005.0,9002000000.0,49160000000.0,0.0,0.0,0.0,61622000000.0,434100000.0,0.14,7.48,3.46,0.0,0.0,0.0,1046000000.0,-139.5438838977194
AGNCN,26.41,10608.0,9102000000.0,49160000000.0,0.0,0.0,0.0,61622000000.0,434100000.0,0.01,7.66,3.46,0.0,0.0,0.0,1046000000.0,-139.5438838977194
AGND,43.92,3887.0,9102000000.0,49160000000.0,0.0,0.0,0.0,61622000000.0,434100000.0,0.01,7.66,3.46,0.0,0.0,0.0,1046000000.0,-139.5438838977194
AGRX,0.3549,679524.0,11602000.0,7530000.0,0.0,0.0,13863000.0,14272000.0,34380000.0,1.39,0.0,0.758,0.0,0.0,0.0,35952000.0,1.0338278068644562
AGTC,4.4,227158.0,79768000.0,0.0,210000.0,0.0,5254000.0,19350000.0,18130000.0,2.62,0.0,0.99,0.0,0.0,0.0,31065000.0,0.9446497517926089
AGYS,16.29,66147.0,376195000.0,147.0,16389000.0,1999000.0,17512000.0,48776000.0,23530000.0,0.4,0.0,0.31,0.0,0.0,0.0,39943000.0,0.9337122821929452
AGZD,48.04,27202.0,376195000.0,147.0,16389000.0,1999000.0,17512000.0,48776000.0,23530000.0,0.4,0.0,0.31,0.0,0.0,0.0,39943000.0,0.9337122821929452
AHPA,10.12,10300.0,99940000.0,475.0,0.0,0.0,0.0,307792352.0,2130000.0,0.4,0.0,0.62,0.0,0.0,0.0,125886.0,-144.4443502347418
AHPAU,10.25,0.0,101224000.0,475.0,0.0,0.0,0.0,307792352.0,9880000.0,0.4,0.0,0.62,0.0,0.0,0.0,125886.0,-31.14033056680162
AHPAW,10.25,0.0,101224000.0,475.0,0.0,0.0,0.0,307792352.0,9880000.0,0.4,0.0,0.62,0.0,0.0,0.0,125886.0,-31.14033056680162
AHPI,2.22,2413.0,9311000.0,682.77,3374993.0,8511954.0,5734041.0,3450369.0,4010000.0,-0.77,0.0,0.63,0.0,0.0,0.0,995704.0,2.5103735037406483
AIA,62.45,27251.0,9311000.0,682.77,3374993.0,8511954.0,5734041.0,3450369.0,4010000.0,-0.77,0.0,0.63,0.0,0.0,0.0,995704.0,2.5103735037406483
AIHS,5.15,28921.0,135349000.0,1090000.0,2718.0,0.0,8872.0,1495412.0,25880000.0,-0.77,0.0,0.45,0.0,0.0,0.0,11141566.0,0.37314777820710976
AIMC,42.55,5108972.0,1260000000.0,277000000.0,142133000.0,145611000.0,191918000.0,523952000.0,29360000.0,1.63,23.32,1.84,0.0,0.0,0.0,51994000.0,-3.4276141008174386
AIMT,27.26,1980156.0,1591000000.0,0.0,0.0,0.0,17205000.0,29129000.0,58480000.0,-0.35,0.0,3.29,0.0,0.0,0.0,73487000.0,1.052718878248974
AINV,5.46,755828.0,1182000000.0,789850000.0,27012000.0,0.0,0.0,893724000.0,214900000.0,0.78,13.82,0.4,0.0,0.0,0.0,15333000.0,-3.993168915774779
AIPT,1.01,119693.0,13532000.0,0.0,805011.0,265045.0,87716.0,932340.0,13400000.0,1.0,0.0,0.89,0.0,0.0,0.0,766189.0,0.04909296641791045
AIQ,15.73,9916.0,13532000.0,0.0,805011.0,265045.0,87716.0,932340.0,13400000.0,1.0,0.0,0.89,0.0,0.0,0.0,766189.0,0.04909296641791045
AIRG,13.57,41653.0,124214000.0,666.67,8418132.0,741557.0,1036859.9999999999,10072929.0,9470000.0,2.29,0.0,0.37,0.0,0.0,0.0,15026068.0,1.3383713305174234
AIRR,28.46,11080.0,124214000.0,666.67,8418132.0,741557.0,1036859.9999999999,10072929.0,9470000.0,2.29,0.0,0.37,0.0,0.0,0.0,15026068.0,1.3383713305174234
AIRT,32.8,3462.0,69585000.0,40870000.0,19385786.0,34231005.0,20273171.0,70910863.0,2040000.0,2.51,16.85,2.02,0.0,0.0,0.0,4803238.0,-6.950790196078431
AKAM,74.17,1308444.0,12459000000.0,1530000000.0,459127000.0,0.0,862535000.0,1292121000.0,169500000.0,-0.39,68.82,1.07,0.0,0.0,0.0,313382000.0,1.3459660766961652
AKAO,4.31,755965.0,189879000.0,24620000.0,1357000.0,0.0,14810000.0,75109000.0,45210000.0,0.61,0.0,3.81,0.0,0.0,0.0,145219000.0,1.900857111258571
AKBA,8.33,1089202.0,472333000.0,0.0,34216000.0,0.0,3617000.0,244916000.0,57050000.0,1.27,0.0,1.37,0.0,0.0,0.0,70156000.0,-2.5500613496932516
AKCA,28.92,427494.0,2398000000.0,0.0,5413000.0,0.0,0.0,89171000.0,85720000.0,1.27,0.0,1.38,0.0,0.0,0.0,58367000.0,-0.3119954503033131
AKER,0.2496,1386014.0,23953000.0,0.0,1615986.0,1845281.0,235113.0,1773037.0,86440000.0,-2.75,0.0,0.162,0.0,0.0,0.0,438432.0,0.011975219805645535
AKRX,13.22,2460842.0,1658000000.0,817800000.0,141383000.0,183568000.0,313418000.0,1078266000.0,125450000.0,1.56,0.0,1.48,0.0,0.0,0.0,368119000.0,-1.5855540055799122
AKTS,8.35,115766.0,184447000.0,11460000.0,214659.0,57556.0,12820169.0,15458054.0,22220000.0,0.18,0.0,1.04,0.0,0.0,0.0,14816717.0,0.5566428555355536
AKTX,2.09,15144.0,32192000.0,0.0,0.0,0.0,55898.0,11896372.0,15260000.0,0.27,0.0,2.02,0.0,0.0,0.0,28106671.0,1.0659368938401048
ALBO,32.7,113366.0,376334000.0,0.0,726000.0,0.0,178000.0,7971000.0,11970000.0,1.78,0.0,2.73,0.0,0.0,0.0,53231000.0,3.841478696741855
ALCO,33.3,94121.0,284129000.0,175440000.0,4286000.0,36204000.0,349337000.0,253813000.0,8199999.999999999,0.99,0.0,0.82,0.0,0.0,0.0,3395000.0,14.662865853658538
ALDR,16.3,662697.0,1099000000.0,176050000.0,0.0,0.0,0.0,23861000.0,68240000.0,3.22,0.0,4.5,0.0,0.0,0.0,286240000.0,3.8449443141852284
ALDX,8.5,375365.0,190872000.0,1340000.0,0.0,0.0,43262.0,4573939.0,20970000.0,1.73,0.0,1.58,0.0,0.0,0.0,20023337.0,0.7388011444921316
ALGN,379.84,475258.0,30589000000.0,0.0,322825000.0,31688000.0,348793000.0,627486000.0,80320000.0,1.75,105.55,3.61,0.0,0.0,0.0,449511000.0,5.338405751992032
ALGRU,10.27,1440.0,33311999.999999996,65.0,322825000.0,31688000.0,348793000.0,627486000.0,3250000.0,1.75,0.0,0.0,0.0,0.0,0.0,449511000.0,131.93253846153846
ALGT,127.05,113784.0,2085000000.0,1140000000.0,71057000.0,17647000.0,1512415000.0,1632210000.0,16160000.0,0.09,9.96,12.95,0.0,0.0,0.0,59449000.0,0.10954517326732673
ALIM,1.08,113875.0,72840000.0,38010000.0,0.0,0.0,0.0,0.0,70040000.0,2.1,0.0,0.35,0.0,0.0,0.0,0.0,0.0
ALJJ,1.75,14704.0,67500000.0,96480000.0,49457000.0,9376000.0,54335000.0,143376000.0,37920000.0,1.16,13.19,0.14,0.0,0.0,0.0,5630000.0,-1.0978441455696202
ALKS,41.11,784254.0,6454000000.0,280390000.0,233590000.0,93275000.0,284736000.0,594419000.0,155300000.0,2.61,0.0,0.92,0.0,0.0,0.0,191296000.0,0.666084996780425
ALLK,45.04,218609.0,2005999999.9999998,0.0,0.0,0.0,445000.0,2828000.0,42110000.0,2.61,0.0,16.12,0.0,0.0,0.0,85207000.0,1.9668487295179293
ALLT,6.23,19512.0,210377000.0,0.0,23656000.0,7897000.0,5002000.0,41396000.0,33710000.0,0.97,0.0,0.45,0.0,0.0,0.0,15342000.0,0.018940967072085434
ALNA,11.42,67178.0,214785000.0,9980000.0,0.0,0.0,127000.0,13379000.0,20750000.0,0.97,0.0,1.96,0.0,0.0,0.0,94494000.0,3.915277108433735
ALNY,95.21,734784.0,9520000000.0,30000000.0,34002000.0,0.0,181900000.0,228299000.0,100670000.0,3.35,0.0,5.87,0.0,0.0,0.0,645361000.0,6.203074401509884
ALOT,22.75,81184.0,149902000.0,22600000.0,22400000.0,27609000.0,9752000.0,58666000.0,6920000.0,-0.32,36.45,0.59,0.0,0.0,0.0,10177000.0,-1.1752167630057804
ALPN,6.45,23242.0,85598000.0,5120000.0,128000.0,0.0,1089000.0,6305000.0,13850000.0,0.27,0.0,1.18,0.0,0.0,0.0,8000000.0,0.20794223826714803
ALQA,2.4,9830.0,11512000.0,0.0,0.0,0.0,0.0,0.0,5010000.0,1.44,0.0,4.57,0.0,0.0,0.0,0.0,0.0
ALRM,57.13,2203349.0,2700000000.0,69000000.0,40634000.0,14177000.0,23459000.0,138814000.0,47700000.0,1.18,76.5,0.74,0.0,0.0,0.0,96329000.0,0.38863731656184486
ALRN,3.2,64687.0,42296000.0,4370000.0,0.0,0.0,154000.0,4891000.0,14740000.0,1.18,0.0,2.07,0.0,0.0,0.0,11863000.0,0.4834464043419267
ALSK,1.68,285550.0,89349000.0,180170000.0,32535000.0,7046000.0,366113000.0,288276000.0,53180000.0,0.94,32.31,0.05,0.0,0.0,0.0,4354000.0,2.0706139526137646
ALT,26.23,877157.0,37518000.0,1890000.0,10167896.0,0.0,603146.0,14352610.0,1430000.0,1.07,0.0,2.89,0.0,0.0,0.0,8769465.0,1.8502958041958042
ALTR,39.96,455268.0,2859000000.0,1080000.0,92689000.0,1980000.0,31446000.0,227280000.0,36740000.0,1.07,0.0,1.42,0.0,0.0,0.0,39213000.0,-2.3438826891671205
ALTY,15.12,4988.0,2859000000.0,1080000.0,92689000.0,1980000.0,31446000.0,227280000.0,36740000.0,1.07,0.0,1.42,0.0,0.0,0.0,39213000.0,-2.3438826891671205
ALXN,124.61,962772.0,27187000000.0,3200000000.0,726500000.0,460400000.0,1325400000.0,4690200000.0,222860000.0,1.0,0.0,0.45,0.0,0.0,0.0,584400000.0,-8.99813784438661
AMAG,20.9,661943.0,711863000.0,742530000.0,103501000.0,37356000.0,25996000.0,1062992000.0,34470000.0,0.46,0.0,6.43,0.0,0.0,0.0,192114000.0,-21.71680446765303
AMAL,18.1,412069.0,0.0,0.0,103501000.0,37356000.0,25996000.0,1062992000.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,192114000.0,-21.71680446765303
AMAT,39.39,10442620.0,38956000000.0,5310000000.0,2338000000.0,2930000000.0,1066000000.0,10070000000.0,982990000.0,1.18,12.14,3.27,0.0,0.0,0.0,5010000000.0,-0.7889195210531135
AMBA,37.73,862707.0,1234000000.0,0.0,0.0,0.0,0.0,0.0,32060000.000000004,0.92,0.0,0.12,0.0,0.0,0.0,0.0,0.0
AMBC,21.58,498591.0,966482000.0,16309999999.999998,1240505000.0,0.0,0.0,21547116000.0,45330000.0,1.26,9.79,2.18,0.0,0.0,0.0,623703000.0,-441.0552448709464
AMBCW,21.58,498591.0,966482000.0,16309999999.999998,1240505000.0,0.0,0.0,21547116000.0,45330000.0,1.26,9.79,2.18,0.0,0.0,0.0,623703000.0,-441.0552448709464
AMCA,28.94,8996.0,966482000.0,16309999999.999998,1240505000.0,0.0,0.0,21547116000.0,45330000.0,1.26,9.79,2.18,0.0,0.0,0.0,623703000.0,-441.0552448709464
