Ticker,Sector,Industry,Previous Close,Volume,Market Cap,Enterprise Value,Total Debt,Net Receivables,Inventory,Property Plant and Equipment,Total Assets,Intangible Assets,Total Liabilities,Shares Outstanding,Beta,PE Ratio (TTM),Price/Sales,EPS (TTM),Dividend,Dividend %,Cash/sh,Cash And Cash Equivalents,FCF,NAV,NAV%,NET-NET,NET-NET%,EY,EV/FCF,Tangible Book Value,Price/Tangible Book Value
AVHI,Consumer Cyclical,Residential Construction,21.35,101923.0,447230000.0,836760000.0,473090000.0,13702000.0,603851000.0,32664000.0,1010144000.0,0.0,578174000.0,22360000.0,0.87,0.0,0.53,1.09,0.0,0.0,0.0,240990000.0,32380000.000000004,-3.09004329004329,-3.255506051126489,-3.4152597402597404,-3.4928903213574745,15.090229885057472,0.3780417149478563,-35690000.0,-0.44335948444942563
DCIX,Industrials,Integrated Shipping & Logistics,1.27,10945.0,12549000.0,47140000.0,38470000.0,428000.0,1667000.0,202219000.0,232307000.0,0.0,101535000.0,9960000.0,4.59,0.0,0.44,18.065,0.0,0.0,0.0,6444000.0,13040000.0,-0.6232144785276074,-2.216978087341549,-0.6356619325153374,-2.241284773511692,19.75286259541985,0.004295081967213114,-5079198.0,-0.8217074821654915
INSE,Consumer Cyclical,Gambling,6.1,552.0,138576000.0,253760000.0,128580000.00000001,30011000.0,5011000.0,43485000.0,219023000.0,55673000.0,221352000.0,21480000.0,-0.09,0.0,0.98,0.87,0.0,0.0,0.0,20028000.0,3130000.0,-0.7652372262773722,-4.8014765339164045,-0.9949418339416058,-5.9425823842106595,144.33648979591837,1.7657657657657657,-33548000.0,-0.2630556814117086
RSYS,Technology,Computer Systems,1.63,3783.0,64959999.99999999,84520000.0,25560000.0,36241000.0,4265000.0,4728000.0,66029000.0,6862000.0,59479000.0,39610000.0,2.04,0.0,0.58,1.18,0.0,0.0,0.0,8124000.0,16790000.0,0.4132151531728665,8.391253481201511,0.0005356229485776805,-0.9878267511686891,10839470.248714449,1.4943544171458443e-05,30214292.0,0.10648205822595479
MT,Basic Materials,Steel,30.86,2601406.0,31588000000.0,45580000000.0,13520000000.0,5345000000.0,17986000000.0,36971000000.0,85297000000.0,443000000.0,44442000000.0,1010000000.0,3.33,6.04,0.42,5.179,0.0,0.0,0.0,2574000000.0,1550000000.0,0.0,-1.0,0.0,-1.0,28277.956103062374,4.4678294573643406e-05,0.0,0.7496242833976657
